OGNTsort	CUV
042129	｛14＃產業｜46335｝
042130	｛7＃就把｜46337｝
042131	｛1＃過了｜46338｝
042132	｛2＃不｜46339｝
042133	｛3＃多｜46340｝
042134	｛4＃幾日，｜46341｝
042135	｛9＃都收拾起來，｜46342｝
042136	｛8＃他一切所有的，｜46343｝
042137	
042138	｛5＃小｜46345｝
042139	｛6＃兒子｜46346｝
042140	｛13＃去了；｜46347｝
042141	｛10＃往｜46348｝
042142	｛12＃方｜46349｝
042143	｛11＃遠｜46350｝
042144	
042145	｛14＃在那裏｜46352｝
042146	｛17＃浪費｜46353｝
042147	
042148	｛18＃貲財。｜46355｝
042149	
042150	｛15＃任意｜46357｝
042151	｛16＃放蕩，｜46358｝
042152	｛2＃耗盡了｜46359｝
042153	｛1＃既｜46360｝
042154	
042155	｛3＃一切所有的，｜46362｝
042156	｛8＃遭｜46363｝
042157	｛9＃饑荒，｜46364｝
042158	｛7＃大｜46365｝
042159	｛4＃又遇着｜46366｝
042160	
042161	｛6＃地方｜46368｝
042162	｛5＃那｜46369｝
042163	｛10＃就｜46370｝
042164	
042165	｛12＃起來。｜46372｝
042166	｛11＃窮苦｜46373｝
042167	｛1＃於是｜46374｝
042168	｛2＃去｜46375｝
042169	｛3＃投靠｜46376｝
042170	｛7＃一個｜46377｝
042171	｛6＃的｜46378｝
042172	｛8＃人；｜46379｝
042173	
042174	｛5＃地方｜46381｝
042175	｛4＃那｜46382｝
042176	｛9＃那人｜46383｝
042177	｛10＃打發｜46384｝
042178	｛11＃他｜46385｝
042179	｛12＃到｜46386｝
042180	
042181	｛13＃田｜46388｝〈14＊裏｜46392〉
042182	
042183	｛15＃去放｜46390｝
042184	｛16＃豬。｜46391｝
042185	
042186	｛1＃他恨不得｜46395｝
042187	｛7＃充｜46396｝〈8＊饑；｜46408〉
042188	｛2＃拿｜46397｝
042189	
042190	｛6＃豆莢｜46399｝
042191	｛4＃所｜46400｝
042192	｛5＃喫的｜46401｝
042193	
042194	｛3＃豬｜46403｝
042195	｛9＃也｜46404｝
042196	｛10＃沒有人｜46405｝
042197	｛11＃給｜46406｝
042198	｛12＃他。｜46407｝
042199	｛2＃過來，｜46411｝
042200	
042201	
042202	｛1＃他醒悟｜46414｝
042203	｛3＃就說，｜46415｝
042204	｛6＃有多少｜46416｝
042205	｛8＃雇工，｜46417｝
042206	｛7＃的｜46418｝
042207	｛5＃父親｜46419｝
042208	｛4＃我｜46420｝
042209	｛10＃有餘，｜46421｝
042210	｛9＃口糧｜46422｝
042211	｛11＃我｜46423｝
042212	｛12＃倒｜46424｝
042213	｛14＃餓｜46425｝
042214	｛13＃在這裏｜46426｝
042215	｛15＃死麼；｜46427｝
042216	｛1＃我要起來，｜46429｝
042217	｛6＃去，｜46430｝
042218	｛2＃到｜46431｝
042219	
042220	｛4＃父親｜46433｝〈5＊那裏｜46446〉
042221	｛3＃我｜46434｝
042222	
042223	｛8＃說，｜46436｝
042224	｛7＃向他｜46437｝
042225	｛9＃父親，｜46438｝
042226	｛10＃我得罪｜46439｝
042227	｛11＃了｜46440｝
042228	
042229	｛12＃天，｜46442｝
042230	｛13＃又｜46443｝〈14＊得罪了｜46447〉
042231	
042232	｛15＃你；｜46445｝
042233	｛2＃我不｜46449｝
042234	｛1＃從今以後，｜46450｝
042235	｛3＃配｜46451｝
042236	｛4＃稱為｜46452｝
042237	｛6＃兒子，｜46453｝
042238	｛5＃你的｜46454｝
042239	｛7＃把｜46455｝
042240	｛8＃我｜46456｝
042241	｛9＃當作｜46457｝
042242	｛10＃一個｜46458｝
042243	
042244	｛11＃雇工｜46460｝〈12＊罷。｜46462〉
042245	
042246	｛1＃於是｜46464｝
042247	｛2＃起來｜46465｝
042248	｛7＃去。｜46466｝
042249	｛3＃往｜46467｝
042250	
042251	｛5＃父親｜46469｝〈6＊那裏｜46493〉
042252	｛4＃他｜46470｝
042253	｛9＃還｜46471｝
042254	
042255	
042256	｛10＃遠，｜46474｝
042257	｛8＃相離｜46475｝
042258	｛13＃看見，｜46476｝
042259	｛11＃他｜46477｝
042260	
042261	｛12＃父親｜46479｝
042262	
042263	｛14＃就｜46481｝
042264	｛15＃動了慈心，｜46482｝
042265	
042266	｛16＃跑去｜46484｝
042267	｛17＃抱｜46485｝
042268	｛18＃着｜46486｝
042269	
042270	｛20＃頸項，｜46488｝〈21＊連連｜46494〉
042271	｛19＃他的｜46489｝
042272	
042273	｛23＃親嘴。｜46491｝
042274	｛22＃與他｜46492｝
042275	｛2＃說，｜46495｝
042276	
042277	
042278	｛1＃兒子｜46498｝
042279	
042280	｛3＃父親，｜46500｝
042281	｛4＃我得罪｜46501｝
042282	｛5＃了｜46502｝
042283	
042284	｛6＃天，｜46504｝
042285	｛7＃又｜46505｝〈8＊得罪了｜46514〉
042286	
042287	｛9＃你；｜46507｝
042288	｛11＃我不｜46508｝
042289	｛10＃從今以後，｜46509｝
042290	｛12＃配｜46510｝
042291	｛13＃稱為｜46511｝
042292	｛15＃兒子。｜46512｝
042293	｛14＃你的｜46513｝
042294	｛5＃說，｜46521｝
042295	｛2＃卻｜46522｝
042296	
042297	｛1＃父親｜46524｝
042298	｛3＃吩咐｜46525｝
042299	
042300	｛4＃僕人｜46527｝
042301	
042302	｛9＃快｜46529｝
042303	｛10＃拿出來｜46530｝
042304	｛8＃袍子｜46531｝
042305	｛6＃把那｜46532｝
042306	｛7＃上好的｜46533｝
042307	
042308	｛12＃穿；｜46535｝
042309	｛11＃給他｜46536｝
042310	｛13＃把｜46537｝
042311	｛15＃戴｜46538｝
042312	｛14＃戒指｜46539｝
042313	｛16＃在｜46540｝
042314	
042315	
042316	｛17＃他｜46543｝〈18＊指頭｜46549〉〈19＊上；｜46550〉
042317	｛20＃把｜46544｝
042318	｛21＃鞋｜46545｝
042319	｛22＃穿在｜46546｝
042320	｛23＃他｜46547｝
042321	｛24＃腳｜46548｝〈25＊上；｜46551〉
042322	
042323	｛4＃牽來｜46553｝
042324	
042325	｛3＃牛犢｜46555｝
042326	｛1＃把那｜46556｝
042327	｛2＃肥｜46557｝
042328	｛5＃宰了，｜46558｝〈6＊我們可以｜46562〉
042329	
042330	｛7＃喫喝｜46560｝
042331	｛8＃快樂；｜46561｝
042332	｛1＃因為｜46563｝
042333	｛3＃這｜46564｝
042334	｛4＃個｜46565｝
042335	｛5＃兒子，｜46566｝
042336	｛2＃我｜46567｝
042337	｛7＃死｜46568｝
042338	｛6＃是｜46569｝
042339	｛8＃而｜46570｝
042340	｛9＃復活，｜46571｝
042341	
042342	｛10＃失｜46573｝
042343	｛11＃而｜46574｝
042344	｛12＃又得的。｜46575｝〈13＊他們｜46579〉
042345	｛14＃就｜46576｝
042346	｛16＃起來。｜46577｝
042347	｛15＃快樂｜46578｝
042348	｛4＃正｜46580｝
042349	｛1＃那時，｜46581｝
042350	
042351	｛3＃兒子｜46583｝
042352	
042353	
042354	｛2＃大｜46586｝
042355	｛5＃在｜46587｝
042356	｛6＃田｜46588｝〈7＊裏；｜46599〉
042357	
042358	
042359	｛8＃他回來｜46591｝
042360	｛10＃不遠，｜46592｝
042361	
042362	｛9＃離家｜46594｝
042363	｛11＃聽見｜46595｝
042364	｛12＃作樂｜46596｝
042365	
042366	｛13＃跳舞的聲音；｜46598｝
042367	｛1＃便｜46600｝
042368	｛2＃叫過｜46601｝
042369	｛3＃一個｜46602｝
042370	
042371	｛4＃僕人｜46604｝〈5＊來，｜46610〉
042372	｛6＃問｜46605｝
042373	｛8＃甚麼｜46606｝
042374	
042375	｛7＃是｜46608｝
042376	｛9＃事。｜46609｝
042377	｛1＃僕人｜46612｝
042378	
042379	｛2＃說，｜46614｝
042380	
042381	
042382	
042383	｛4＃兄弟｜46618｝
042384	｛3＃你｜46619｝
042385	｛5＃來了；｜46620｝
042386	
042387	｛15＃宰了。｜46622｝
042388	
042389	｛7＃父親｜46624｝
042390	｛6＃你｜46625｝
042391	
042392	｛14＃牛犢｜46627｝
042393	
042394	｛13＃把肥｜46629｝
042395	｛8＃因為｜46630｝
042396	｛11＃無災無病的｜46631｝〈12＊回來，｜46634〉
042397	｛10＃他｜46632｝
042398	｛9＃得｜46633｝
042399	｛3＃生氣，｜46635｝
042400	〈1＊大兒子｜46648〉｛2＃卻｜46636｝
042401	
042402	｛4＃不｜46638｝
042403	｛5＃肯｜46639｝
042404	｛6＃進去；｜46640｝
042405	
042406	｛9＃就｜46642｝
042407	｛8＃父親｜46643｝
042408	｛7＃他｜46644｝
042409	｛10＃出來｜46645｝
042410	｛11＃勸｜46646｝
042411	｛12＃他。｜46647｝
042412	｛1＃他｜46649｝
042413	
042414	｛2＃對｜46651｝
042415	｛4＃說，｜46652｝
042416	
042417	｛3＃父親｜46654｝
042418	
042419	
042420	｛7＃這多｜46657｝
042421	｛8＃年，｜46658｝
042422	｛5＃我服事｜46659｝
042423	｛6＃你｜46660｝
042424	
042425	｛9＃從來沒有｜46662｝
042426	｛12＃命；｜46663｝〈13＊你｜46677〉
042427	｛11＃你的｜46664｝
042428	｛10＃違背過｜46665｝
042429	｛14＃並｜46666｝
042430	｛17＃我｜46667｝
042431	｛15＃沒有｜46668｝
042432	｛16＃給｜46669｝
042433	｛18＃一隻山羊羔，｜46670｝
042434	｛19＃叫｜46671｝
042435	｛23＃一同｜46672｝
042436	
042437	｛22＃朋友｜46674｝
042438	｛20＃我｜46675｝〈21＊和｜46678〉
042439	｛24＃快樂。｜46676｝
042440	｛11＃他一｜46679｝
042441	｛1＃但｜46680｝
042442	｛4＃個｜46681｝
042443	｛5＃兒子，｜46682｝
042444	｛2＃你｜46683｝
042445	｛3＃這｜46684｝
042446	
042447	｛8＃吞盡了｜46686｝
042448	｛9＃你的｜46687｝
042449	
042450	｛10＃產業，｜46689｝
042451	｛6＃和｜46690｝
042452	｛7＃娼妓｜46691｝
042453	｛12＃來了，｜46692｝〈13＊你倒｜46698〉
042454	｛15＃宰了｜46693｝
042455	｛14＃為他｜46694｝
042456	
042457	｛16＃肥｜46696｝
042458	｛17＃牛犢。｜46697｝
042459	｛1＃父親｜46700｝
042460	
042461	｛3＃說，｜46702｝
042462	｛2＃對他｜46703｝
042463	｛4＃兒阿，｜46704｝
042464	｛5＃你｜46705｝
042465	｛6＃常｜46706｝〈7＊和｜46716〉
042466	｛9＃同在，｜46707｝
042467	｛8＃我｜46708｝
042468	
042469	
042470	｛11＃一切所有的，｜46711｝
042471	
042472	｛10＃我｜46713｝
042473	｛13＃你的。｜46714｝
042474	｛12＃都是｜46715｝
042475	｛16＃快樂。｜46717｝
042476	｛1＃只是｜46718｝
042477	｛8＃而｜46719｝
042478	｛15＃歡喜｜46720｝
042479	｛14＃我們理當｜46721｝
042480	
042481	｛4＃個｜46723｝
042482	｛5＃兄弟，｜46724｝
042483	｛2＃你｜46725｝
042484	｛3＃這｜46726｝
042485	｛7＃死｜46727｝
042486	｛6＃是｜46728｝
042487	
042488	｛9＃復活，｜46730｝
042489	｛11＃而｜46731｝
042490	｛10＃失｜46732｝
042491	｛13＃所以｜46733｝
042492	｛12＃又得的，｜46734｝
042493	｛5＃說，｜46736｝
042494	
042495	〈1＊耶穌｜46758〉｛2＃又｜46738｝
042496	｛3＃對｜46739｝
042497	
042498	｛4＃門徒｜46741｝
042499	｛9＃主｜46742｝
042500	｛7＃一個｜46743｝
042501	｛6＃有｜46744｝
042502	｛8＃財｜46745｝
042503	
042504	｛10＃的｜46747｝
042505	｛11＃管家；｜46748｝
042506	
042507	｛12＃別人向他主人｜46750｝
042508	｛13＃告｜46751｝
042509	｛14＃他｜46752｝
042510	
042511	｛15＃浪費｜46754｝
042512	
042513	｛17＃財物。｜46756｝
042514	｛16＃主人的｜46757｝
042515	
042516	〈1＊主人｜46781〉｛2＃叫｜46761｝
042517	｛3＃他｜46762｝〈4＊來，｜46782〉
042518	｛6＃說，｜46763｝
042519	｛5＃對他｜46764｝
042520	｛10＃怎麼樣呢；｜46765｝
042521	｛9＃這事｜46766｝
042522	｛7＃我聽見｜46767｝
042523	
042524	｛8＃你｜46769｝
042525	｛14＃交代明白；｜46770｝
042526	
042527	
042528	｛13＃的｜46773｝
042529	｛12＃所經管｜46774｝
042530	｛11＃把你｜46775｝
042531	｛17＃不｜46776｝
042532	｛15＃因｜46777｝〈16＊你｜46783〉
042533	｛18＃能｜46778｝
042534	｛19＃再｜46779｝
042535	｛20＃作我的管家。｜46780｝
042536	｛5＃說，｜46784｝
042537	
042538	｛4＃裏｜46786｝
042539	｛3＃心｜46787｝
042540	｛1＃那｜46788｝
042541	｛2＃管家｜46789｝
042542	｛12＃甚麼；｜46790｝
042543	｛11＃我將來作｜46791｝
042544	
042545	
042546	｛6＃主人｜46794｝
042547	
042548	｛7＃辭我，｜46796｝
042549	
042550	｛10＃再作管家，｜46798｝
042551	｛8＃不用｜46799｝
042552	｛9＃我｜46800｝
042553	｛13＃鋤地呢，｜46801｝
042554	｛14＃無｜46802｝
042555	｛15＃力；｜46803｝
042556	｛16＃討飯呢，｜46804｝
042557	｛17＃怕羞。｜46805｝
042558	｛1＃我知道｜46806｝
042559	｛2＃怎麼｜46807｝
042560	｛3＃行，｜46808｝
042561	｛4＃好叫｜46809｝〈5＊人｜46821〉
042562	｛10＃之後，｜46810｝
042563	｛6＃在我｜46811｝
042564	｛7＃不｜46812｝
042565	｛8＃作｜46813｝
042566	｛9＃管家｜46814｝
042567	｛11＃接｜46815｝
042568	｛12＃我｜46816｝
042569	｛13＃到｜46817｝
042570	
042571	｛15＃家｜46819｝〈16＊裏去。｜46822〉
042572	｛14＃他們｜46820｝
042573	｛1＃於是｜46823｝
042574	｛9＃叫了來，｜46824｝〈10＊問｜46841〉
042575	｛8＃一個的｜46825｝
042576	｛7＃一個｜46826｝
042577	｛2＃把｜46827｝
042578	｛3＃欠｜46828｝
042579	
042580	｛5＃主人｜46830｝〈6＊債的，｜46840〉
042581	｛4＃他｜46831｝
042582	｛12＃說，｜46832｝
042583	
042584	｛11＃頭一個｜46834｝
042585	｛16＃多少；｜46835｝
042586	｛13＃你欠｜46836｝
042587	
042588	｛15＃主人｜46838｝
042589	｛14＃我｜46839｝
042590	｛1＃他｜46842｝
042591	
042592	｛2＃說，｜46844｝
042593	｛3＃一百｜46845｝
042594	｛4＃簍〔每簍約五十斤〕｜46846｝
042595	｛5＃油；｜46847｝
042596	｛6＃管家｜46848｝
042597	
042598	｛7＃說，｜46850｝
042599	
042600	｛8＃拿｜46852｝
042601	｛9＃你的｜46853｝
042602	
042603	｛10＃賬，｜46855｝
042604	
042605	｛12＃坐下｜46857｝
042606	｛11＃快｜46858｝
042607	｛13＃寫｜46859｝
042608	｛14＃五十。｜46860｝
042609	｛1＃又｜46861｝
042610	｛2＃問一個｜46862｝
042611	｛3＃說，｜46863｝
042612	｛4＃你｜46864｝
042613	
042614	｛6＃多少；｜46866｝
042615	｛5＃欠｜46867｝
042616	｛7＃他｜46868｝
042617	
042618	｛8＃說，｜46870｝
042619	｛9＃一百｜46871｝
042620	｛10＃石｜46872｝
042621	｛11＃麥子；｜46873｝
042622	｛12＃說，｜46874｝〈12＊管家｜46883〉
042623	
042624	｛13＃拿｜46876｝
042625	｛14＃你的｜46877｝
042626	
042627	｛15＃賬，｜46879｝
042628	
042629	｛16＃寫｜46881｝
042630	｛17＃八十。｜46882｝
042631	｛2＃就｜46884｝
042632	｛3＃誇獎｜46885｝
042633	
042634	｛1＃主人｜46887｝
042635	｛6＃的｜46888｝
042636	｛7＃管家，｜46889｝
042637	｛4＃這｜46890｝
042638	｛5＃不義｜46891｝
042639	
042640	｛9＃聰明；｜46893｝
042641	｛8＃作事｜46894｝
042642	｛10＃因為｜46895｝
042643	｛13＃之｜46896｝
042644	｛14＃子，｜46897｝
042645	
042646	｛12＃世｜46899｝
042647	｛11＃今｜46900｝
042648	｛21＃更加聰明。｜46901｝
042649	｛17＃較比｜46902｝
042650	｛19＃之｜46903｝
042651	｛20＃子，｜46904｝
042652	
042653	｛18＃光明｜46906｝
042654	｛15＃在｜46907｝
042655	
042656	｛16＃世事之上，｜46909｝
042657	
042658	
042659	
042660	｛2＃又｜46913｝
042661	｛1＃我｜46914｝
042662	｛4＃你們，｜46915｝
042663	｛3＃告訴｜46916｝
042664	
042665	｛10＃結交｜46918｝
042666	｛11＃朋友；｜46919｝〈12＊到了｜46934〉
042667	｛5＃要藉着｜46920｝
042668	｛8＃的｜46921｝
042669	｛9＃錢財，｜46922｝
042670	｛6＃那｜46923｝
042671	｛7＃不義｜46924｝
042672	
042673	｛14＃的時候，｜46926｝
042674	｛13＃錢財無用｜46927｝
042675	｛15＃他們可以接｜46928｝
042676	｛16＃你們｜46929｝
042677	｛17＃到｜46930｝
042678	
042679	｛18＃永存的｜46932｝
042680	｛19＃帳幕｜46933｝〈20＊裏去。｜46935〉
042681	｛1＃人｜46936｝
042682	｛5＃忠心，｜46937｝
042683	｛2＃在｜46938｝
042684	｛3＃最小的事｜46939｝〈4＊上｜46955〉
042685	｛9＃也｜46940｝
042686	｛6＃在｜46941｝
042687	｛7＃大事｜46942｝〈8＊上｜46956〉
042688	｛10＃忠心；｜46943｝
042689	
042690	
042691	
042692	｛11＃在｜46947｝
042693	｛12＃最小的事｜46948｝〈13＊上｜46957〉
042694	｛14＃不義，｜46949｝
042695	｛18＃也｜46950｝
042696	｛15＃在｜46951｝
042697	｛16＃大事｜46952｝〈17＊上｜46958〉
042698	｛19＃不義。｜46953｝
042699	
042700	｛1＃倘若｜46959｝〈2＊你們｜46973〉
042701	
042702	｛3＃在｜46961｝
042703	｛5＃的｜46962｝
042704	｛4＃不義｜46963｝
042705	｛6＃錢財｜46964｝〈7＊上｜46974〉
042706	｛9＃忠心，｜46965｝
042707	｛8＃不｜46966｝
042708	
042709	｛11＃把｜46968｝
042710	｛12＃真實的錢財｜46969｝
042711	｛10＃誰還｜46970｝
042712	｛14＃你們呢。｜46971｝
042713	｛13＃託付｜46972｝
042714	
042715	｛1＃倘若｜46976｝〈2＊你們｜46988〉
042716	｛3＃在｜46977｝
042717	
042718	｛4＃別人的東西｜46979｝〈5＊上｜46989〉
042719	｛7＃忠心，｜46980｝
042720	｛6＃不｜46981｝
042721	
042722	｛9＃把｜46983｝
042723	｛10＃你們自己的東西｜46984｝
042724	｛8＃誰還｜46985｝
042725	｛12＃你們呢。｜46986｝
042726	｛11＃給｜46987｝
042727	｛2＃不｜46990｝
042728	｛1＃一個僕人｜46991｝
042729	｛3＃能｜46992｝
042730	｛5＃兩個｜46993｝
042731	｛6＃主；｜46994｝
042732	｛4＃事奉｜46995｝
042733	｛7＃不是｜46996｝
042734	
042735	｛9＃這｜46998｝
042736	｛10＃個｜46999｝
042737	｛8＃惡｜47000｝
042738	
042739	｛12＃那｜47002｝
042740	｛13＃個，｜47003｝
042741	｛11＃愛｜47004｝
042742	｛14＃就是｜47005｝
042743	｛16＃這個｜47006｝
042744	｛15＃重｜47007｝
042745	
042746	｛18＃那｜47009｝
042747	｛19＃個；｜47010｝〈20＊你們｜47018〉
042748	｛17＃輕｜47011｝
042749	｛21＃不｜47012｝
042750	｛22＃能｜47013｝
042751	｛24＃神，｜47014｝
042752	｛23＃又事奉｜47015｝
042753	｛25＃又｜47016｝〈26＊事奉｜47019〉
042754	｛27＃瑪門。〔瑪門是財利的意思〕｜47017｝
042755	｛4＃他們聽見｜47020｝
042756	
042757	｛5＃這｜47022｝
042758	｛6＃一切話，｜47023｝
042759	
042760	｛1＃法利賽人｜47025｝
042761	｛3＃貪愛錢財的，｜47026｝
042762	｛2＃是｜47027｝
042763	｛7＃就｜47028｝
042764	｛8＃嗤笑｜47029｝
042765	｛9＃耶穌。｜47030｝
042766	
042767	｛3＃說，｜47033｝
042768	〈1＊耶穌｜47059〉｛2＃對他們｜47034｝
042769	｛4＃你們｜47035｝
042770	｛5＃是｜47036｝〈6＊在｜47060〉
042771	
042772	｛10＃稱為義的；｜47038｝
042773	｛9＃自｜47039｝
042774	｛8＃面前｜47040｝
042775	
042776	｛7＃人｜47042｝
042777	
042778	｛15＃卻｜47044｝
042779	｛14＃神｜47045｝
042780	｛16＃知道；｜47046｝
042781	｛12＃的｜47047｝
042782	｛13＃心，｜47048｝
042783	｛11＃你們｜47049｝
042784	｛17＃因為｜47050｝
042785	
042786	
042787	｛18＃人｜47053｝
042788	｛19＃所尊貴的，｜47054｝
042789	｛23＃可憎惡的。｜47055｝
042790	｛22＃看為｜47056｝
042791	｛20＃是｜47057｝
042792	｛21＃神｜47058｝
042793	
042794	｛1＃律法｜47062｝
042795	｛2＃和｜47063｝
042796	
042797	｛3＃先知，｜47065｝
042798	｛4＃到｜47066｝
042799	｛5＃約翰｜47067｝〈6＊為止；｜47080〉
042800	｛7＃從｜47068｝
042801	｛8＃此｜47069｝
042802	
042803	｛10＃國的福音｜47071｝
042804	
042805	｛9＃神｜47073｝
042806	｛11＃傳開了，｜47074｝
042807	
042808	｛12＃人人｜47076｝
042809	｛14＃要進｜47077｝
042810	｛15＃去。｜47078｝
042811	｛13＃努力｜47079｝
042812	｛11＃容易。｜47081｝
042813	｛10＃還｜47082｝
042814	
042815	
042816	｛1＃天｜47085｝
042817	
042818	
042819	｛2＃地｜47088｝
042820	｛3＃廢去，｜47089｝
042821	｛4＃較比｜47090｝
042822	｛6＃的｜47091｝
042823	｛5＃律法｜47092｝
042824	｛7＃一點｜47093｝
042825	｛8＃一畫｜47094｝
042826	｛9＃落空｜47095｝
042827	｛1＃凡｜47096｝
042828	
042829	｛2＃休｜47098｝
042830	
042831	｛3＃妻｜47100｝
042832	
042833	｛6＃就是｜47102｝
042834	｛5＃娶的，｜47103｝
042835	｛4＃另｜47104｝
042836	｛7＃犯姦淫；｜47105｝
042837	｛11＃也是｜47106｝
042838	
042839	｛10＃休之妻的，｜47108｝
042840	｛9＃被｜47109｝
042841	
042842	｛8＃娶｜47111｝
042843	｛12＃犯姦淫。｜47112｝
042844	｛4＃主，｜47114｝
042845	
042846	｛2＃一個｜47116｝
042847	｛1＃有｜47117｝
042848	｛3＃財｜47118｝
042849	
042850	｛5＃穿着｜47120｝
042851	｛6＃紫色｜47121｝〈7＊袍｜47128〉
042852	｛8＃和｜47122｝
042853	｛9＃細麻布｜47123｝〈10＊衣服，｜47129〉
042854	｛14＃宴樂。｜47124｝
042855	｛11＃天｜47125｝
042856	｛12＃天｜47126｝
042857	｛13＃奢華｜47127｝
042858	｛17＃討飯的，｜47130｝
042859	｛15＃又有｜47131｝
042860	｛16＃一個｜47132｝
042861	｛18＃名叫｜47133｝
042862	｛19＃拉撒路，｜47134｝
042863	｛21＃被人放｜47135｝
042864	｛22＃在｜47136｝
042865	
042866	｛24＃門｜47138｝〈25＊口。｜47141〉
042867	｛23＃財主｜47139｝
042868	｛20＃渾身生瘡，｜47140｝
042869	
042870	｛1＃要得｜47144｝
042871	｛6＃充饑；｜47145｝
042872	｛4＃上｜47146｝
042873	
042874	｛5＃掉下來的零碎｜47148｝
042875	
042876	
042877	｛3＃桌子｜47151｝
042878	
042879	｛2＃財主｜47153｝
042880	｛7＃並｜47154｝
042881	｛8＃且｜47155｝
042882	
042883	｛9＃狗｜47157｝
042884	｛10＃來｜47158｝
042885	｛11＃餂｜47159｝
042886	
042887	｛13＃瘡。｜47161｝
042888	｛12＃他的｜47162｝
042889	
042890	｛1＃後來｜47166｝
042891	｛4＃死了，｜47167｝
042892	｛2＃那｜47168｝
042893	｛3＃討飯的｜47169｝
042894	
042895	｛7＃帶去｜47171｝
042896	
042897	｛5＃被｜47173｝
042898	
042899	｛6＃天使｜47175｝
042900	｛8＃放在｜47176｝
042901	｛10＃的｜47177｝
042902	｛11＃懷｜47178｝〈12＊裏；｜47187〉
042903	｛9＃亞伯拉罕｜47179｝
042904	｛15＃死了，｜47180｝
042905	
042906	｛14＃也｜47182｝
042907	
042908	｛13＃財主｜47184｝
042909	｛16＃並且｜47185｝
042910	｛17＃埋葬了。｜47186｝
042911	
042912	｛1＃他在｜47189｝
042913	
042914	｛2＃陰間｜47191｝
042915	｛5＃舉｜47192｝
042916	
042917	｛6＃目｜47194｝
042918	
042919	｛3＃受｜47196｝
042920	
042921	｛4＃痛苦，｜47198｝
042922	｛8＃望見｜47199｝
042923	｛9＃亞伯拉罕，｜47200｝
042924	
042925	｛7＃遠遠的｜47202｝
042926	｛10＃又望見｜47203｝
042927	｛11＃拉撒路｜47204｝
042928	｛12＃在｜47205｝
042929	
042930	｛14＃懷｜47207｝〈15＊裏；｜47209〉
042931	｛13＃他｜47208｝
042932	｛1＃就｜47210｝
042933	
042934	｛2＃喊着｜47212｝
042935	｛3＃說，｜47213｝
042936	｛4＃我祖｜47214｝
042937	｛5＃亞伯拉罕哪，｜47215｝
042938	｛6＃可憐｜47216｝
042939	｛7＃我｜47217｝〈8＊罷，｜47240〉
042940	
042941	｛9＃打發｜47219｝
042942	｛10＃拉撒路｜47220｝〈11＊來，｜47241〉
042943	
042944	｛15＃蘸點｜47222｝
042945	
042946	｛14＃尖｜47224｝
042947	
042948	｛13＃指頭｜47226｝
042949	｛12＃用｜47227｝
042950	｛16＃水，｜47228｝
042951	
042952	｛17＃涼涼｜47230｝
042953	
042954	｛19＃舌頭；｜47232｝
042955	｛18＃我的｜47233｝
042956	｛20＃因為｜47234｝〈21＊我｜47242〉
042957	｛26＃極其痛苦。｜47235｝
042958	｛22＃在｜47236｝
042959	
042960	｛24＃火焰｜47238｝〈25＊裏｜47243〉
042961	｛23＃這｜47239｝
042962	｛2＃說，｜47244｝
042963	
042964	｛1＃亞伯拉罕｜47246｝
042965	｛3＃兒阿，｜47247｝
042966	｛4＃你該回想，｜47248｝〈5＊你｜47270〉
042967	
042968	｛7＃享過｜47250｝
042969	
042970	｛8＃福，｜47252｝
042971	
042972	
042973	
042974	｛6＃生前｜47256｝
042975	
042976	
042977	｛9＃拉撒路｜47259｝
042978	｛10＃也｜47260｝〈11＊受過｜47271〉
042979	
042980	｛12＃苦；｜47262｝
042981	｛13＃如今｜47263｝〈14＊他｜47272〉
042982	
042983	｛15＃在這裏｜47265｝
042984	｛16＃得安慰，｜47266｝
042985	｛17＃你｜47267｝
042986	｛18＃倒｜47268｝
042987	｛19＃受痛苦。｜47269｝
042988	｛3＃並且｜47273｝〈4＊在｜47298〉
042989	｛1＃不但｜47274｝
042990	
042991	｛2＃這樣，｜47276｝
042992	｛7＃之間，｜47277｝〈8＊有｜47299〉
042993	｛6＃我｜47278｝
042994	
042995	｛5＃你｜47280｝
042996	｛10＃淵｜47281｝
042997	｛9＃深｜47282｝
042998	｛11＃限定，｜47283｝
042999	｛12＃以致｜47284｝
043000	｛13＃人｜47285｝
043001	｛14＃要｜47286｝
043002	｛16＃過｜47287｝
043003	｛15＃從這邊｜47288｝
043004	｛17＃到｜47289｝
043005	｛18＃你們｜47290｝〈19＊那邊，｜47300〉〈20＊是｜47301〉
043006	｛21＃不｜47291｝
043007	｛22＃能的；｜47292｝
043008	｛28＃也是不｜47293｝〈29＊能的。｜47303〉
043009	｛23＃要從那邊｜47294｝
043010	｛25＃到｜47295｝
043011	｛26＃我們｜47296｝〈27＊這邊，｜47302〉
043012	｛24＃過｜47297｝
043013	｛1＃財主說，｜47304｝
043014	｛3＃既是｜47305｝
043015	｛5＃求｜47306｝
043016	｛6＃你｜47307｝
043017	｛4＃這樣，｜47308｝
043018	｛2＃我祖阿，｜47309｝
043019	
043020	｛7＃打發｜47311｝
043021	｛8＃拉撒路｜47312｝
043022	｛9＃到｜47313｝
043023	
043024	｛12＃家｜47315｝〈13＊去；｜47319〉
043025	
043026	｛11＃父｜47317｝
043027	｛10＃我｜47318｝
043028	｛2＃我還有｜47320｝
043029	｛1＃因為｜47321｝
043030	｛3＃五個｜47322｝
